"";"GeneID_final";"GeneSymbol_final";"Protein.name";"Fasta.headers";"Controle_neg_0h_1";"Controle_neg_0h_2";"Controle_neg_0h_3";"Controle_neg_24h_1";"Controle_neg_24h_2";"Lampada_2_48h_3";"Controle_neg_48h_1";"Controle_neg_48h_2";"Controle_neg_48h_3";"Lampada_1_0h_1";"Lampada_1_0h_2";"Lampada_1_0h_3";"Lampada_1_24h_1";"Lampada_1_24h_2";"Lampada_1_24h_3";"Lampada_1_48h_1";"Lampada_1_48h_2";"Lampada_1_48h_3";"Lampada_2_0h_1";"Lampada_2_0h_2";"Lampada_2_0h_3";"Lampada_2_24h_1";"Lampada_2_24h_2";"Lampada_2_24h_3";"Lampada_2_48h_1";"Lampada_2_48h_2";"Controle_neg_24h_3"
"719";"51474";"LIMA1";"Isoform of Q9UHB6, LIM domain and actin-binding protein 1";"tr|F8VQE1|F8VQE1_HUMAN Isoform of Q9UHB6, LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1";3598800;1863300;3162200;3296600;8016600;1117000;2191900;3449300;5685800;2330400;5708800;2534500;7182500;858120;3637200;2040100;1620600;684200;4151800;1594000;1386800;0;737440;1830700;6447900;5579100;541280
"721";"25840";"METTL7A";"Isoform of Q9H8H3, Methyltransferase-like protein 7A (Fragment)";"tr|F8VQX6|F8VQX6_HUMAN Isoform of Q9H8H3, Methyltransferase-like protein 7A (Fragment) OS=Homo sapiens OX=9606 GN=METTL7A PE=1 SV=1";624600;179040;1774500;531650;474290;1154800;144030;1211100;0;0;3375600;843860;457460;0;1067000;539650;724070;520030;777300;1256500;687050;803910;1157600;1352100;0;2850700;759740
"722";"10988";"METAP2";"Isoform of P50579, Methionine aminopeptidase 2 (Fragment)";"tr|F8VZX9|F8VZX9_HUMAN Isoform of P50579, Methionine aminopeptidase 2 (Fragment) OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1";134790;45332;90027;0;187890;51040;0;0;0;0;303780;160090;112520;0;109250;52639;0;53220;126500;83486;39401;0;0;65775;0;91542;0
"723";"205";"AK4";"Isoform of P27144, Nucleoside-diphosphate kinase";"tr|F8VS11|F8VS11_HUMAN Isoform of P27144, Nucleoside-diphosphate kinase OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1";251950;104270;320670;149900;118990;97296;96113;114360;119570;60763;260990;156690;330380;104890;111240;106440;65941;88500;116560;143430;77555;157160;93876;135350;0;212080;44879
"724";"22818";"COPZ1";"Isoform of P61923, Coatomer subunit zeta";"tr|F8VVA7|F8VVA7_HUMAN Isoform of P61923, Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1";2402100;324660;1840300;1786300;1551700;1117900;748120;805270;1745800;621540;3135300;2448900;1154600;232800;2240600;1200800;702920;988260;1886800;799620;937790;977370;1049500;1335100;206010;1727800;700090
"725";"5250";"SLC25A3";"Isoform of Q00325, Phosphate carrier protein, mitochondrial";"tr|F8VVM2|F8VVM2_HUMAN Isoform of Q00325, Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1";42145000;9658800;36260000;31682000;14252000;10296000;15574000;25980000;22447000;5185800;63519000;26246000;33968000;12347000;27331000;42200000;14470000;23304000;41086000;23114000;23325000;31079000;26346000;21261000;8107400;69049000;17877000
"726";"51699";"VPS29";"Isoform of Q9UBQ0, Vacuolar protein sorting-associated protein 29";"tr|F8VXU5|F8VXU5_HUMAN Isoform of Q9UBQ0, Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1";465330;320730;760670;329630;532840;494270;353000;527230;524100;248720;1339000;545670;947970;199350;607930;490830;442250;365670;488840;391390;228480;853930;600160;774020;0;1771200;580060
"727";"8086";"AAAS";"Isoform of Q9NRG9, Aladin (Fragment)";"tr|H3BU82|H3BU82_HUMAN Isoform of Q9NRG9, Aladin (Fragment) OS=Homo sapiens OX=9606 GN=AAAS PE=1 SV=1";44231;0;51334;24006;0;0;0;30251;0;0;70666;44642;115720;0;38798;32092;22528;0;36865;27122;0;0;0;0;0;0;0
"728";"10330";"CNPY2";"readthrough, DUF3456 domain-containing protein (Fragment)";"tr|F8W031|F8W031_HUMAN readthrough, DUF3456 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=1";173620;340560;328990;235640;344980;0;0;458040;234070;273870;379820;267810;249510;0;342750;0;0;0;267800;0;158160;268390;0;0;483030;0;0
"729";"1368";"CPM";"Isoform of P14384, Carboxypeptidase M (Fragment)";"tr|F8W111|F8W111_HUMAN Isoform of P14384, Carboxypeptidase M (Fragment) OS=Homo sapiens OX=9606 GN=CPM PE=1 SV=1";312460;0;0;433910;0;311600;190710;0;339860;0;888930;371030;491340;0;770230;0;339360;266970;0;257190;0;0;0;0;0;0;0
"730";"4637";"MYL6";"Isoform of P60660, Myosin light polypeptide 6";"tr|F8W1R7|F8W1R7_HUMAN Isoform of P60660, Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1";83722000;77608000;78933000;62077000;119600000;28644000;62341000;92642000;102050000;86769000;137300000;96962000;86636000;18813000;86217000;41319000;44808000;42050000;80877000;40576000;54327000;50323000;28616000;41825000;81101000;128450000;38557000
"731";"29959";"NRBP1";"Isoform of Q9UHY1, Nuclear receptor-binding protein";"tr|F8W6G1|F8W6G1_HUMAN Isoform of Q9UHY1, Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1";2594600;448670;814330;1631800;1417600;353940;912350;596260;1029300;421760;1946200;572310;784020;199060;486640;724510;433560;798880;646380;540420;646240;1088300;693480;726770;342530;1791200;390640
"732";"9898";"UBAP2L";"Isoform of Q14157, Ubiquitin-associated protein 2-like";"tr|F8W726|F8W726_HUMAN Isoform of Q14157, Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2";351950;36437;49075;70655;438660;10317;144420;44327;46147;66258;686120;33961;108080;0;47697;25698;38799;57928;90659;51407;33453;53414;0;69921;0;0;0
"733";"9577";"BABAM2";"Isoform of Q9NXR7, BRISC and BRCA1-A complex member 2 (Fragment)";"tr|F8W733|F8W733_HUMAN Isoform of Q9NXR7, BRISC and BRCA1-A complex member 2 (Fragment) OS=Homo sapiens OX=9606 GN=BABAM2 PE=1 SV=1";267950;89484;129980;219930;60259;39150;43327;83016;75329;17500;562970;181450;80448;28705;398330;393680;67956;72180;230020;126850;218820;142080;72425;178780;0;205720;87655
"735";"26355";"FAM162A";"Isoform of Q96A26, Protein FAM162A";"tr|F8W7Q4|F8W7Q4_HUMAN Isoform of Q96A26, Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=1";4046300;1099300;2904000;1112800;1789000;930570;356060;1510800;1516500;1129700;5375300;2117100;2408400;0;2599300;2386100;920970;1005700;1726600;1629400;1642500;1142800;983980;1431100;559820;3166800;1401800
"736";"10644";"IGF2BP2";"Isoform of Q9Y6M1, Insulin-like growth factor 2 mRNA-binding protein 2";"tr|F8W930|F8W930_HUMAN Isoform of Q9Y6M1, Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1";744730;722340;961970;745080;968490;373730;375960;781900;745970;484390;1423400;697510;852880;548550;650500;452840;285850;625490;669950;350020;462200;531730;554480;344300;188780;1272100;351950
"737";"23332";"CLASP1";"Isoform of Q7Z460, CLIP-associating protein 1";"tr|F8WA11|F8WA11_HUMAN Isoform of Q7Z460, CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=2";132730;45429;100320;94063;85271;31614;55000;44011;0;25556;413970;98533;82340;0;82017;61667;56227;55764;162960;122910;74364;85797;0;93999;0;146190;45464
"738";"83939";"EIF2A";"Isoform of Q9BY44, Eukaryotic translation initiation factor 2A";"tr|F8WAE5|F8WAE5_HUMAN Isoform of Q9BY44, Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1";382280;191820;1011600;238050;351580;263690;229630;248940;375160;146720;784620;685150;605160;105800;262740;197880;219500;535810;639250;152590;156840;0;155360;384260;0;1167600;338880
"739";"10093";"ARPC4";"ARPC4-TTLL3 readthrough, Actin-related protein 2/3 complex subunit 4";"tr|F8WCF6|F8WCF6_HUMAN ARPC4-TTLL3 readthrough, Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4-TTLL3 PE=3 SV=1";11764000;7197300;10214000;7778700;4839500;3322900;3230200;6230100;3733700;1040700;20162000;8142600;6829200;2817100;7715600;3991700;5862300;6605200;11836000;6639200;8484500;7346100;7343000;9233600;638010;17598000;4112700
"740";"4644";"MYO5A";"Isoform of Q9Y4I1, Unconventional myosin-Va";"tr|G3V394|G3V394_HUMAN Isoform of Q9Y4I1, Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=1";485890;0;206780;173250;207260;124490;0;147210;128740;0;748030;174160;375060;0;293260;323310;193450;311950;348570;185990;222170;0;165720;212620;0;0;0
"741";"51631";"LUC7L2";"Isoform of Q9Y383, Putative RNA-binding protein Luc7-like 2";"tr|V9GZ75|V9GZ75_HUMAN Isoform of Q9Y383, Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=1";0;0;0;0;0;0;0;0;0;355480;0;788560;202400;0;0;175160;0;115710;354050;184830;0;145120;97650;143840;0;334020;0
"742";"11052";"CPSF6";"Isoform of Q16630, Cleavage and polyadenylation specificity factor subunit 6";"tr|F8WJN3|F8WJN3_HUMAN Isoform of Q16630, Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=1";0;98212;0;0;0;0;47781;0;0;0;0;0;0;0;0;0;66859;0;0;0;0;0;0;0;44110;0;0
"743";"6786";"STIM1";"Isoform of Q13586, Stromal interaction molecule 1";"tr|H0YDB2|H0YDB2_HUMAN Isoform of Q13586, Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=2";6378300;606410;3570200;3299600;1262100;1241500;942090;1423900;1244000;362120;7318100;4010900;3418800;347550;1818100;2895500;652690;586880;2019900;3173200;1225500;2083500;765380;1363400;380620;4129500;510770
"744";"4723";"NDUFV1";"Isoform of P49821, NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial";"tr|G3V0I5|G3V0I5_HUMAN Isoform of P49821, NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1";2914500;897430;4369100;880160;2206400;466050;413590;1250700;1231000;913830;6575800;2003400;2031600;334130;2157600;1136400;688840;536160;2270500;1442500;1401300;1030500;437970;833520;0;3170400;333000
"745";"195814";"SDR16C5";"Isoform of Q8N3Y7, Epidermal retinol dehydrogenase 2";"tr|G3V145|G3V145_HUMAN Isoform of Q8N3Y7, Epidermal retinol dehydrogenase 2 OS=Homo sapiens OX=9606 GN=SDR16C5 PE=1 SV=1";2563500;815630;4815300;2195100;762570;2555800;721380;909660;961580;241640;4101100;2905500;1513700;719290;1186200;2173600;833670;2816500;3064200;1619100;1894900;3257800;2135700;5388500;169270;5024100;2938600
"746";"4076";"CAPRIN1";"Isoform of Q14444, Caprin-1";"tr|G3V153|G3V153_HUMAN Isoform of Q14444, Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1";3067600;1660300;3416200;4881800;4336500;1414200;1195600;1193400;1412400;2797800;2069200;2326800;585810;929620;1583800;827350;1189400;0;3638200;876430;1664700;0;1022800;1112600;423000;6501000;0
"747";"8539";"API5";"Isoform of Q9BZZ5, Apoptosis inhibitor 5";"tr|G3V1C3|G3V1C3_HUMAN Isoform of Q9BZZ5, Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1";718560;524340;1001600;936450;1007300;403470;0;602020;800240;0;0;857070;853280;0;759080;0;515340;414580;1536900;606490;383470;0;0;0;0;1084600;0
"748";"4898";"NRDC";"Isoform of O43847, Nardilysin";"tr|G3V1R5|G3V1R5_HUMAN Isoform of O43847, Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1";839500;257250;1387900;227240;0;374550;207370;341930;0;584610;1090000;916400;401170;0;399590;374420;393430;400440;592500;495520;769040;698530;483650;1388400;0;926850;588960
"749";"6141";"RPL18";"Isoform of Q07020, 60S ribosomal protein L18";"tr|G3V203|G3V203_HUMAN Isoform of Q07020, 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1";31854000;4400900;32446000;28356000;30842000;9857200;7539500;20074000;22464000;19902000;37068000;28919000;28846000;2866400;17194000;22833000;15079000;6020300;40641000;14550000;13830000;12723000;9713300;10967000;2540000;46987000;7851000
"750";"5687";"PSMA6";"Isoform of P60900, Proteasome subunit alpha type";"tr|G3V295|G3V295_HUMAN Isoform of P60900, Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1";4998900;5342000;7608700;3641900;4607600;3070000;1787600;4456500;4649000;3349300;10523000;5162100;5087100;3697000;4528300;2146400;4012200;5406200;5800200;2591400;2926500;5047200;3583900;8129300;990910;13633000;5645100
"751";"64398";"PALS1";"Isoform of Q8N3R9, Protein PALS1 (Fragment)";"tr|G3V2H1|G3V2H1_HUMAN Isoform of Q8N3R9, Protein PALS1 (Fragment) OS=Homo sapiens OX=9606 GN=PALS1 PE=1 SV=1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"752";"122553";"TRAPPC6B";"Isoform of Q86SZ2, Trafficking protein particle complex subunit 6B";"tr|G3V4C3|G3V4C3_HUMAN Isoform of Q86SZ2, Trafficking protein particle complex subunit 6B OS=Homo sapiens OX=9606 GN=TRAPPC6B PE=1 SV=1";17102;77033;0;0;0;0;0;0;0;0;31363;0;0;0;17862;0;0;0;12139;0;0;13420;0;0;0;0;0
"753";"51382";"ATP6V1D";"Isoform of Q9Y5K8, V-type proton ATPase subunit D";"tr|G3V2V6|G3V2V6_HUMAN Isoform of Q9Y5K8, V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1";98625;86572;89791;86125;124230;66041;78684;85631;77405;67738;120250;90281;65538;0;72590;0;67312;70995;0;53251;63006;0;0;0;0;0;0
"754";"100526740";"ATP5MF-PTCD1";"ATP5MF-PTCD1 readthrough, ATP5MF-PTCD1 readthrough";"tr|G3V325|G3V325_HUMAN ATP5MF-PTCD1 readthrough, ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=1";25050000;3490900;16116000;15787000;8453300;5087300;3943000;6843300;10576000;1144100;46203000;19682000;17216000;1398300;10629000;19831000;5010600;5408100;24628000;15260000;12160000;5731400;4231500;3153100;1215700;21433000;3475300
"755";"10598";"AHSA1";"Isoform of O95433, Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment)";"tr|H0YJ63|H0YJ63_HUMAN Isoform of O95433, Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1";1234100;390590;771420;996090;639330;329880;327410;421950;907810;173340;920560;932580;884510;269450;545680;466990;269700;601580;1195600;408700;403420;691450;399820;508000;136470;1059400;411470
"756";"64841";"GNPNAT1";"Isoform of Q96EK6, Glucosamine 6-phosphate N-acetyltransferase (Fragment)";"tr|G3V4W4|G3V4W4_HUMAN Isoform of Q96EK6, Glucosamine 6-phosphate N-acetyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1";0;0;0;0;0;0;0;0;0;0;204200;0;143960;0;72726;0;55325;0;0;95826;0;199430;0;195600;0;0;0
"757";"7112";"TMPO";"Isoform of P42166, Lamina-associated polypeptide 2, isoforms beta/gamma";"tr|G5E972|G5E972_HUMAN Isoform of P42166, Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1";297270;185640;461440;169890;519590;111430;70111;135610;176160;191800;0;187860;179180;0;144660;156760;133040;0;232130;105280;133040;0;0;0;0;321700;89946
"758";"93100";"NAPRT";"Isoform of Q6XQN6, Nicotinate phosphoribosyltransferase";"tr|G5E977|G5E977_HUMAN Isoform of Q6XQN6, Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=1";201240;100200;0;117840;0;71038;0;108280;88275;0;537570;158400;121150;0;121920;70848;0;92110;111500;166180;0;167250;238330;210290;0;397320;125720
"759";"115201";"ATG4A";"Isoform of Q8WYN0, Cysteine protease";"tr|G5E979|G5E979_HUMAN Isoform of Q8WYN0, Cysteine protease OS=Homo sapiens OX=9606 GN=ATG4A PE=1 SV=1";105690;0;0;0;0;58851;0;51272;0;0;112270;88253;62473;0;0;0;0;0;70734;64666;70129;102310;0;0;0;0;53613
"760";"9632";"SEC24C";"Isoform of P53992, Protein transport protein Sec24C";"tr|G5EA31|G5EA31_HUMAN Isoform of P53992, Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1";3923600;1101700;3252100;2008600;2483700;1408600;1409900;1660700;1973800;458900;5847800;3158600;2094800;608710;2070600;2009500;1091900;1565300;3053200;2041900;2501000;3074200;2462900;2881100;235470;4634500;1469900
"761";"59082";"CARD18";"Isoform of P57730, Caspase recruitment domain-containing protein 18";"tr|G5EA35|G5EA35_HUMAN Isoform of P57730, Caspase recruitment domain-containing protein 18 OS=Homo sapiens OX=9606 GN=CARD18 PE=1 SV=1";415930;3645000;1949000;0;0;0;0;0;0;151290;0;0;0;1039200;1072100;96095;0;2271200;0;770300;1115600;2186200;657190;1497500;0;2208800;1123900
"762";"23085";"ERC1";"Isoform of Q8IUD2, ELKS/Rab6-interacting/CAST family member 1 (Fragment)";"tr|K7EPP6|K7EPP6_HUMAN Isoform of Q8IUD2, ELKS/Rab6-interacting/CAST family member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1";132520;0;128070;100810;167510;0;0;0;111130;120920;204820;97447;107430;0;138200;64176;99844;0;199470;0;0;0;0;0;0;211720;0
"763";"960";"CD44";"Isoform of P16070, CD44 antigen";"tr|H0YD13|H0YD13_HUMAN Isoform of P16070, CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2";3519900;2226100;6461800;4260500;5492400;1277800;1604000;5560900;2116600;1994600;9452700;4091000;4458800;2263300;4017900;3264800;3338800;0;4969800;2743400;1018400;2583300;0;498530;4878000;6996800;0
"764";"8813";"DPM1";"Isoform of O60762, Dolichol-phosphate mannosyltransferase subunit 1";"tr|Q5QPK2|Q5QPK2_HUMAN Isoform of O60762, Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1";1301000;295140;553230;429260;187400;232390;285460;253960;336810;73359;1863700;427120;195290;247820;329520;422520;220960;227450;271700;310700;353370;730730;508270;665410;0;402960;300360
"765";"6173";"RPL36A";"Isoform of P83881, 60S ribosomal protein L36a";"tr|H0Y5B4|H0Y5B4_HUMAN Isoform of P83881, 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2";19376000;2600700;29466000;25036000;21847000;13561000;4120600;15493000;21917000;34321000;34351000;15452000;24441000;1209700;21182000;15595000;7461700;11066000;52408000;7418900;12647000;7029200;6723800;8036000;641280;36255000;9791200
"766";"51614";"ERGIC3";"Isoform of Q9Y282, Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Fragment)";"tr|H0Y621|H0Y621_HUMAN Isoform of Q9Y282, Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ERGIC3 PE=1 SV=1";166770;0;130450;67920;0;67049;0;79822;68626;0;213740;119550;0;0;0;88071;64479;0;90008;93743;0;162440;0;112500;0;201260;0
"767";"23385";"NCSTN";"Isoform of Q92542, Nicastrin (Fragment)";"tr|H0Y6T7|H0Y6T7_HUMAN Isoform of Q92542, Nicastrin (Fragment) OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=1";489790;168370;416460;328480;592980;237870;217180;348930;253370;122890;1996000;382100;307720;159710;585230;397000;271910;352920;309950;324010;535200;286770;379660;551570;198230;554750;195430
"768";"3843";"IPO5";"Isoform of O00410, Importin-5 (Fragment)";"tr|H0Y8C6|H0Y8C6_HUMAN Isoform of O00410, Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1";2161900;577800;2380400;976840;892950;540720;369230;599480;461040;172750;3681100;1431200;1540700;209340;1249700;646990;495150;937710;1415200;865670;1249300;1066600;945340;1918500;0;3002300;754030
"769";"3184";"HNRNPD";"Isoform of Q14103, Heterogeneous nuclear ribonucleoprotein D0 (Fragment)";"tr|H0YA96|H0YA96_HUMAN Isoform of Q14103, Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1";7389600;9308500;9466800;4724900;12049000;2213000;6088500;7620800;6807000;8586000;21577000;7378100;5853300;3083400;6904800;2887200;2984000;2301800;6252200;3611100;3741600;3992000;2515900;2450200;8695600;10109000;2040700
"770";"84135";"UTP15";"Isoform of Q8TED0, U3 small nucleolar RNA-associated protein 15 homolog (Fragment)";"tr|H0Y8P4|H0Y8P4_HUMAN Isoform of Q8TED0, U3 small nucleolar RNA-associated protein 15 homolog (Fragment) OS=Homo sapiens OX=9606 GN=UTP15 PE=1 SV=1";52268;32226;37201;21095;0;0;0;0;0;0;107040;49332;26344;0;17095;20617;0;0;21343;27539;20767;0;0;0;0;0;0
"771";"9276";"COPB2";"Isoform of P35606, Coatomer subunit beta";"tr|H0Y938|H0Y938_HUMAN Isoform of P35606, Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2";12438000;3726700;14374000;11931000;12866000;4446600;3801700;6265100;10080000;2764000;20084000;11726000;11693000;1760500;13081000;9423500;4552400;5523300;13608000;4964500;7035400;9741000;7181200;12738000;885820;21215000;5606400
"772";"7163";"TPD52";"Isoform of P55327, Tumor protein D52 (Fragment)";"tr|H0YC44|H0YC44_HUMAN Isoform of P55327, Tumor protein D52 (Fragment) OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=1";689100;2113200;1044100;361970;1068400;271880;591910;527970;519190;323600;836290;689890;540790;719330;568580;413330;535830;358260;409270;416320;381590;391500;478000;638850;865880;1036800;376030
"773";"79029";"SPATA5L1";"Isoform of Q9BVQ7, Spermatogenesis-associated protein 5-like protein 1 (Fragment)";"tr|H0YCA5|H0YCA5_HUMAN Isoform of Q9BVQ7, Spermatogenesis-associated protein 5-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SPATA5L1 PE=1 SV=1";96128;0;0;0;0;0;0;0;0;0;0;0;44727;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"774";"10413";"YAP1";"Isoform of P46937, Transcriptional coactivator YAP1 (Fragment)";"tr|H0YCI3|H0YCI3_HUMAN Isoform of P46937, Transcriptional coactivator YAP1 (Fragment) OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=1";125940;0;116810;257410;279290;0;90357;224800;271890;108280;85433;71636;176430;0;122340;163130;140170;0;168540;0;46526;0;0;0;53033;0;0
"775";"740";"MRPL49";"Isoform of Q13405, 39S ribosomal protein L49, mitochondrial (Fragment)";"tr|H0YDP7|H0YDP7_HUMAN Isoform of Q13405, 39S ribosomal protein L49, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1";154770;269020;180210;101050;146860;106280;80456;265550;135490;0;205970;189490;161570;0;139750;89863;0;0;145000;91491;61602;0;0;0;134010;246090;83657
"776";"8665";"EIF3F";"Isoform of O00303, Eukaryotic translation initiation factor 3 subunit F";"tr|H0YDT6|H0YDT6_HUMAN Isoform of O00303, Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=2";5862000;4002500;7407000;4029800;4037000;2943100;2418600;3598400;3505000;1463700;6589100;5685100;4919000;1755100;4503700;2441200;3428900;3455300;5474600;3048000;3287200;3626300;3628600;6041300;854980;10041000;3192700
"777";"5536";"PPP5C";"Isoform of P53041, Serine/threonine-protein phosphatase (Fragment)";"tr|H0YDU8|H0YDU8_HUMAN Isoform of P53041, Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1";0;0;61394;54531;0;0;0;0;0;0;0;79465;52885;0;63489;0;0;76287;62815;46384;0;0;0;0;0;108690;0
"778";"347862";"GATD1";"Isoform of Q8NB37, Glutamine amidotransferase-like class 1 domain-containing protein 1 (Fragment)";"tr|H0YE25|H0YE25_HUMAN Isoform of Q8NB37, Glutamine amidotransferase-like class 1 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=GATD1 PE=1 SV=1";243230;166730;330420;94542;195290;104630;164260;204450;151580;84435;533350;179750;157710;115790;301930;117520;107470;158310;123120;146680;129610;225340;130440;318570;96269;474340;105200
"779";"3030";"HADHA";"Isoform of P40939, Enoyl-CoA hydratase";"tr|H0YFD6|H0YFD6_HUMAN Isoform of P40939, Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2";19026000;10616000;25503000;16673000;16307000;7429000;10215000;15443000;19082000;7684900;41565000;16791000;16597000;4914500;16850000;14711000;12226000;10318000;18226000;11509000;10263000;17960000;15624000;11247000;2796000;32919000;8082400
"780";"6642";"SNX1";"Isoform of Q13596, Sorting nexin-1";"tr|H0YK42|H0YK42_HUMAN Isoform of Q13596, Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1";958500;284290;991590;1296800;906940;325140;390300;709900;535470;641350;1387600;550970;1088900;0;960580;492940;425310;179740;1209900;310890;292860;538340;285840;317060;138200;1686100;143770
"781";"51234";"EMC4";"Isoform of Q5J8M3, ER membrane protein complex subunit 4";"tr|H0YK61|H0YK61_HUMAN Isoform of Q5J8M3, ER membrane protein complex subunit 4 OS=Homo sapiens OX=9606 GN=EMC4 PE=1 SV=1";380190;0;323230;358440;389920;104770;169140;148000;390780;109400;243270;325650;255940;0;230820;415700;354600;144290;423700;170000;142390;0;0;0;0;985890;110800
"782";"6158";"RPL28";"Isoform of P46779, 60S ribosomal protein L28";"tr|H0YKD8|H0YKD8_HUMAN Isoform of P46779, 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1";8866500;1000400;9713600;4904600;4180400;1994200;702730;2011800;1809900;1520000;11282000;7355200;8818900;1279800;8456600;3403600;1691300;1887800;10006000;5622000;7095900;1558100;1711100;4229100;0;13170000;1121200
"783";"6627";"SNRPA1";"Isoform of P09661, Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a";"tr|H0YKK0|H0YKK0_HUMAN Isoform of P09661, Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1";437020;277010;0;0;0;59963;0;0;432660;0;0;0;541200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
